id,name,parent_id,pics,url_slug,tree_print,search_visible,child_count,index_hierarchy_data
1501532,"Multimedia & Graphic Design Software",15015,1501532,multimedia-graphic-design-software,"Technology > Software > Multimedia & Graphic Design Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501532::15015::1501532::multimedia-graphic-design-software::Multimedia & Graphic Design Software"
1501533,"Nonprofit/Association Management",15015,1501533,nonprofit-association-management,"Technology > Software > Nonprofit/Association Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501533::15015::1501533::nonprofit-association-management::Nonprofit/Association Management"
1501534,"Operating Systems",15015,1501534,operating-systems,"Technology > Software > Operating Systems",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501534::15015::1501534::operating-systems::Operating Systems"
1501535,"Outsourced Product Development/Testing",15015,1501535,outsourced-product-development-testing,"Technology > Software > Outsourced Product Development/Testing",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501535::15015::1501535::outsourced-product-development-testing::Outsourced Product Development/Testing"
1501536,"Project Management, Analytics & Performance Management Software",15015,1501536,project-management-analytics-performance-management-software,"Technology > Software > Project Management, Analytics & Performance Management Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501536::15015::1501536::project-management-analytics-performance-management-software::Project Management, Analytics & Performance Management Software"
1501537,"Real Estate Software",15015,1501537,real-estate-software,"Technology > Software > Real Estate Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501537::15015::1501537::real-estate-software::Real Estate Software"
1501538,"Robotics Software",15015,1501538,robotics-software,"Technology > Software > Robotics Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501538::15015::1501538::robotics-software::Robotics Software"
1501539,"Security Software & Services",15015,1501539,security-software-services,"Technology > Software > Security Software & Services",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501539::15015::1501539::security-software-services::Security Software & Services"
1501540,"Shipping Management Software",15015,1501540,shipping-management-software,"Technology > Software > Shipping Management Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501540::15015::1501540::shipping-management-software::Shipping Management Software"
1501541,"Software-As-A-Service (Saas)",15015,1501541,software-as-a-service-saas,"Technology > Software > Software-As-A-Service (Saas)",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501541::15015::1501541::software-as-a-service-saas::Software-As-A-Service (Saas)"
1501542,"Supply Chain Management & Logistics Software",15015,1501542,supply-chain-management-logistics-software,"Technology > Software > Supply Chain Management & Logistics Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501542::15015::1501542::supply-chain-management-logistics-software::Supply Chain Management & Logistics Software"
1501543,"System Integration Services",15015,1501543,system-integration-services,"Technology > Software > System Integration Services",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501543::15015::1501543::system-integration-services::System Integration Services"
1501544,"Vertical Industry Applications",15015,1501544,vertical-industry-applications,"Technology > Software > Vertical Industry Applications",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501544::15015::1501544::vertical-industry-applications::Vertical Industry Applications"
1501545,"Virtualization Software",15015,1501545,virtualization-software,"Technology > Software > Virtualization Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501545::15015::1501545::virtualization-software::Virtualization Software"
1501546,"Voice Recognition And Synthesis Software",15015,1501546,voice-recognition-and-synthesis-software,"Technology > Software > Voice Recognition And Synthesis Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501546::15015::1501546::voice-recognition-and-synthesis-software::Voice Recognition And Synthesis Software"
1501547,"Big Data / Data Analysis",15015,1501547,big-data,"Technology > Software > Big Data / Data Analysis",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501547::15015::1501547::big-data::Big Data / Data Analysis"
1501548,"Online Video Game Development",15015,1501548,online-video-game-development,"Technology > Software > Online Video Game Development",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501548::15015::1501548::online-video-game-development::Online Video Game Development"
1501599,"Other Software",15015,1501599,other-software,"Technology > Software > Other Software",No,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501599::15015::1501599::other-software::Other Software"
1501601,"Travel Booking Apps",15016,1501601,travel-booking-apps,"Technology > Mobile Applications > Travel Booking Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501601::15016::1501601::travel-booking-apps::Travel Booking Apps"
1501602,"Food Delivery Apps",15016,1501602,food-delivery-apps,"Technology > Mobile Applications > Food Delivery Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501602::15016::1501602::food-delivery-apps::Food Delivery Apps"
1501603,"App Marketplaces",15016,1501603,app-marketplaces,"Technology > Mobile Applications > App Marketplaces",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501603::15016::1501603::app-marketplaces::App Marketplaces"
1501604,"Mobile Browsers",15016,1501604,mobile-browsers,"Technology > Mobile Applications > Mobile Browsers",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501604::15016::1501604::mobile-browsers::Mobile Browsers"
1501605,"Word Processing Apps",15016,1501605,word-processing-apps,"Technology > Mobile Applications > Word Processing Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501605::15016::1501605::word-processing-apps::Word Processing Apps"
1501606,"Mobile Gaming Apps",15016,1501606,mobile-gaming-apps,"Technology > Mobile Applications > Mobile Gaming Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501606::15016::1501606::mobile-gaming-apps::Mobile Gaming Apps"
1501607,"News Apps",15016,1501607,news-apps,"Technology > Mobile Applications > News Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501607::15016::1501607::news-apps::News Apps"
1501608,"Financial Apps",15016,1501608,financial-apps,"Technology > Mobile Applications > Financial Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501608::15016::1501608::financial-apps::Financial Apps"
1501609,"Gambling Apps",15016,1501609,gambling-apps,"Technology > Mobile Applications > Gambling Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501609::15016::1501609::gambling-apps::Gambling Apps"
1501610,"Weather Apps",15016,1501610,weather-apps,"Technology > Mobile Applications > Weather Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501610::15016::1501610::weather-apps::Weather Apps"
1501611,"Miscellaneous Mobile Apps",15016,1501611,miscellaneous-mobile-apps,"Technology > Mobile Applications > Miscellaneous Mobile Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501611::15016::1501611::miscellaneous-mobile-apps::Miscellaneous Mobile Apps"
1501612,"Social Apps",15016,1501612,social-apps,"Technology > Mobile Applications > Social Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501612::15016::1501612::social-apps::Social Apps"
1501613,"Payment Apps",15016,1501613,payment-apps,"Technology > Mobile Applications > Payment Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501613::15016::1501613::payment-apps::Payment Apps"
1501615,"Deal and Rewards Apps",15016,1501615,deal-and-rewards-apps,"Technology > Mobile Applications > Deal and Rewards Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501615::15016::1501615::deal-and-rewards-apps::Deal and Rewards Apps"
1501616,"Dating Apps",15016,1501616,dating-apps,"Technology > Mobile Applications > Dating Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501616::15016::1501616::dating-apps::Dating Apps"
1501617,"Mapping & Directions Apps",15016,1501617,mapping-directions-apps,"Technology > Mobile Applications > Mapping & Directions Apps",Yes,0,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications|1501617::15016::1501617::mapping-directions-apps::Mapping & Directions Apps"
1501701,"Smart Glasses",15017,1501701,smart-glasses,"Technology > Wearable Technology > Smart Glasses",Yes,0,"1500::0::1500::technology::Technology|15017::1500::15017::wearable-technology::Wearable Technology|1501701::15017::1501701::smart-glasses::Smart Glasses"
1501702,"Smart Watch",15017,1501702,smart-watch,"Technology > Wearable Technology > Smart Watch",Yes,0,"1500::0::1500::technology::Technology|15017::1500::15017::wearable-technology::Wearable Technology|1501702::15017::1501702::smart-watch::Smart Watch"
1599999,"Other Technology",1500,1599999,other-technology,"Technology > Other Technology",No,0,"1500::0::1500::technology::Technology|1599999::1500::1599999::other-technology::Other Technology"
